ICICIPRULI,ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited
ICIL,ICIL.NS,Indo Count Industries Limited
ICRA,ICRA.NS,ICRA Limited
IDBI,IDBI.NS,IDBI Bank Limited
IDEA,IDEA.NS,Vodafone Idea Limited
IDEAFORGE,IDEAFORGE.NS,Ideaforge Technology Limited
IDFCFIRSTB,IDFCFIRSTB.NS,IDFC First Bank Limited
IEX,IEX.NS,Indian Energy Exchange Limited
IFBAGRO,IFBAGRO.NS,IFB Agro Industries Limited
IFBIND,IFBIND.NS,IFB Industries Limited
IFCI,IFCI.NS,IFCI Limited
IFGLEXPOR,IFGLEXPOR.NS,IFGL Refractories Limited
IGARASHI,IGARASHI.NS,Igarashi Motors India Limited
IGCL,IGCL.NS,Indogulf Cropsciences Limited
IGIL,IGIL.NS,International Gemological Institute Limited
IGL,IGL.NS,Indraprastha Gas Limited
IGPL,IGPL.NS,IG Petrochemicals Limited
IIFL,IIFL.NS,IIFL Finance Limited
IIFLCAPS,IIFLCAPS.NS,IIFL Capital Services Limited
IITL,IITL.NS,Industrial Investment Trust Limited
IKIO,IKIO.NS,IKIO Technologies Limited
IKS,IKS.NS,Inventurus Knowledge Solutions Limited
IL&FSENGG,IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited
IL&FSTRANS,IL&FSTRANS.NS,IL&FS Transportation Networks Limited
IMAGICAA,IMAGICAA.NS,Imagicaaworld Entertainment Limited
IMFA,IMFA.NS,Indian Metals & Ferro Alloys Limited
IMPAL,IMPAL.NS,India Motor Parts and Accessories Limited
INA,INA.NS,Insolation Energy Limited
INCREDIBLE,INCREDIBLE.NS,INCREDIBLE INDUSTRIES LIMITED
INDBANK,INDBANK.NS,Indbank Merchant Banking Services Limited
INDGN,INDGN.NS,Indegene Limited
INDHOTEL,INDHOTEL.NS,The Indian Hotels Company Limited
INDIACEM,INDIACEM.NS,The India Cements Limited
INDIAGLYCO,INDIAGLYCO.NS,India Glycols Limited
INDIAMART,INDIAMART.NS,Indiamart Intermesh Limited
INDIANB,INDIANB.NS,Indian Bank
INDIANCARD,INDIANCARD.NS,Indian Card Clothing Company Limited
INDIANHUME,INDIANHUME.NS,Indian Hume Pipe Company Limited
INDIASHLTR,INDIASHLTR.NS,India Shelter Finance Corporation Limited
INDIGO,INDIGO.NS,InterGlobe Aviation Limited
INDIGOPNTS,INDIGOPNTS.NS,Indigo Paints Limited
INDIQUBE,INDIQUBE.NS,Indiqube Spaces Limited
INDNIPPON,INDNIPPON.NS,India Nippon Electricals Limited
INDOAMIN,INDOAMIN.NS,Indo Amines Limited
INDOBORAX,INDOBORAX.NS,Indo Borax & Chemicals Limited
INDOCO,INDOCO.NS,Indoco Remedies Limited
INDOFARM,INDOFARM.NS,Indo Farm Equipment Limited
INDORAMA,INDORAMA.NS,Indo Rama Synthetics (India) Limited
INDOSTAR,INDOSTAR.NS,IndoStar Capital Finance Limited
INDOTECH,INDOTECH.NS,Indo Tech Transformers Limited
INDOTHAI,INDOTHAI.NS,Indo Thai Securities Limited
INDOUS,INDOUS.NS,Indo Us Biotech Limited
INDOWIND,INDOWIND.NS,Indowind Energy Limited
INDPRUD,INDPRUD.NS,Industrial & Prudential Investment Company Limited
INDRAMEDCO,INDRAMEDCO.NS,Indraprastha Medical Corporation Limited
INDSWFTLAB,INDSWFTLAB.NS,Ind-Swift Laboratories Limited
INDTERRAIN,INDTERRAIN.NS,Indian Terrain Fashions Limited
INDUSINDBK,INDUSINDBK.NS,IndusInd Bank Limited
INDUSTOWER,INDUSTOWER.NS,Indus Towers Limited
INFOBEAN,INFOBEAN.NS,InfoBeans Technologies Limited
INFOMEDIA,INFOMEDIA.NS,Infomedia Press Limited
INFY,INFY.NS,Infosys Limited
INGERRAND,INGERRAND.NS,Ingersoll Rand (India) Limited
INNOVACAP,INNOVACAP.NS,Innova Captab Limited
INNOVANA,INNOVANA.NS,Innovana Thinklabs Limited
INNOVISION,INNOVISION.NS,Innovision Limited
INOXGREEN,INOXGREEN.NS,Inox Green Energy Services Limited
INOXINDIA,INOXINDIA.NS,INOX India Limited
INOXWIND,INOXWIND.NS,Inox Wind Limited
INSECTICID,INSECTICID.NS,Insecticides (India) Limited
INSPIRISYS,INSPIRISYS.NS,Inspirisys Solutions Limited
INTELLECT,INTELLECT.NS,Intellect Design Arena Limited
INTENTECH,INTENTECH.NS,Intense Technologies Limited
INTERARCH,INTERARCH.NS,Interarch Building Solutions Limited
INTLCONV,INTLCONV.NS,International Conveyors Limited
INVENTURE,INVENTURE.NS,Inventure Growth & Securities Limited
INVPRECQ,INVPRECQ.NS,Investment & Precision Castings Limited
IOB,IOB.NS,Indian Overseas Bank
IOC,IOC.NS,Indian Oil Corporation Limited
IOLCP,IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited
IONEXCHANG,IONEXCHANG.NS,ION Exchange (India) Limited
IPCALAB,IPCALAB.NS,IPCA Laboratories Limited
IPL,IPL.NS,India Pesticides Limited
IRB,IRB.NS,IRB Infrastructure Developers Limited
IRCON,IRCON.NS,Ircon International Limited
IRCTC,IRCTC.NS,Indian Railway Catering And Tourism Corporation Limited
IREDA,IREDA.NS,Indian Renewable Energy Development Agency Limited
IRFC,IRFC.NS,Indian Railway Finance Corporation Limited
IRIS,IRIS.NS,IRIS RegTech Solutions Limited
IRISDOREME,IRISDOREME.NS,Iris Clothings Limited
IRMENERGY,IRMENERGY.NS,IRM Energy Limited
ISFT,ISFT.NS,Intrasoft Technologies Limited
ISGEC,ISGEC.NS,Isgec Heavy Engineering Limited
ISHANCH,ISHANCH.NS,Ishan Dyes and Chemicals Limited
ITC,ITC.NS,ITC Limited
ITCHOTELS,ITCHOTELS.NS,ITC Hotels Limited
ITDC,ITDC.NS,India Tourism Development Corporation Limited
ITI,ITI.NS,ITI Limited
IVALUE,IVALUE.NS,Ivalue Infosolutions Limited
IVC,IVC.NS,IL&FS Investment Managers Limited
IVP,IVP.NS,IVP Limited
IWP,IWP.NS,The Indian Wood Products Company Limited
IXIGO,IXIGO.NS,Le Travenues Technology Limited
IZMO,IZMO.NS,IZMO Limited
J&KBANK,J&KBANK.NS,The Jammu & Kashmir Bank Limited
JAGRAN,JAGRAN.NS,Jagran Prakashan Limited
JAGSNPHARM,JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited
JAIBALAJI,JAIBALAJI.NS,Jai Balaji Industries Limited
JAICORPLTD,JAICORPLTD.NS,Jai Corp Limited
JAINREC,JAINREC.NS,Jain Resource Recycling Limited
JAIPURKURT,JAIPURKURT.NS,Nandani Creation Limited
JAMNAAUTO,JAMNAAUTO.NS,Jamna Auto Industries Limited
JARO,JARO.NS,Jaro Institute of Technology Management and Research Limited
JASH,JASH.NS,Jash Engineering Limited
JAYAGROGN,JAYAGROGN.NS,Jayant Agro Organics Limited
JAYBARMARU,JAYBARMARU.NS,Jay Bharat Maruti Limited
JAYKAY,JAYKAY.NS,Jaykay Enterprises Limited
JAYNECOIND,JAYNECOIND.NS,Jayaswal Neco Industries Limited
JAYSREETEA,JAYSREETEA.NS,Jayshree Tea & Industries Limited
JBCHEPHARM,JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited
JBMA,JBMA.NS,JBM Auto Limited
JETFREIGHT,JETFREIGHT.NS,Jet Freight Logistics Limited
JGCHEM,JGCHEM.NS,J.G.Chemicals Limited
JHS,JHS.NS,JHS Svendgaard Laboratories Limited
JINDALPHOT,JINDALPHOT.NS,Jindal Photo Limited
JINDALPOLY,JINDALPOLY.NS,Jindal Poly Films Limited
JINDALSAW,JINDALSAW.NS,Jindal Saw Limited
JINDALSTEL,JINDALSTEL.NS,JINDAL STEEL LIMITED
JINDRILL,JINDRILL.NS,Jindal Drilling And Industries Limited
JINDWORLD,JINDWORLD.NS,Jindal Worldwide Limited
JIOFIN,JIOFIN.NS,Jio Financial Services Limited
JISLDVREQS,JISLDVREQS.NS,Jain Irrigation Systems Limited
JISLJALEQS,JISLJALEQS.NS,Jain Irrigation Systems Limited
JITFINFRA,JITFINFRA.NS,JITF Infralogistics Limited
JKCEMENT,JKCEMENT.NS,JK Cement Limited
JKIL,JKIL.NS,J.Kumar Infraprojects Limited
JKIPL,JKIPL.NS,Jinkushal Industries Limited
JKLAKSHMI,JKLAKSHMI.NS,JK Lakshmi Cement Limited
JKPAPER,JKPAPER.NS,JK Paper Limited
JKTYRE,JKTYRE.NS,JK Tyre & Industries Limited
JLHL,JLHL.NS,Jupiter Life Line Hospitals Limited
JMA,JMA.NS,Jullundur Motor Agency (Delhi) Limited
JMFINANCIL,JMFINANCIL.NS,JM Financial Limited
JNKINDIA,JNKINDIA.NS,JNK India Limited
JOCIL,JOCIL.NS,Jocil Limited
JPOLYINVST,JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited
JPPOWER,JPPOWER.NS,Jaiprakash Power Ventures Limited
JSFB,JSFB.NS,Jana Small Finance Bank Limited
JSL,JSL.NS,Jindal Stainless Limited
JSLL,JSLL.NS,Jeena Sikho Lifecare Limited
JSWCEMENT,JSWCEMENT.NS,JSW Cement Limited
JSWDULUX,JSWDULUX.NS,JSW Dulux Limited
JSWENERGY,JSWENERGY.NS,JSW Energy Limited
JSWHL,JSWHL.NS,JSW Holdings Limited
JSWINFRA,JSWINFRA.NS,JSW Infrastructure Limited
JSWSTEEL,JSWSTEEL.NS,JSW Steel Limited
JTEKTINDIA,JTEKTINDIA.NS,Jtekt India Limited
JTLIND,JTLIND.NS,JTL INDUSTRIES LIMITED
JUBLCPL,JUBLCPL.NS,Jubilant Agri and Consumer Products Limited
JUBLFOOD,JUBLFOOD.NS,Jubilant Foodworks Limited
JUBLINGREA,JUBLINGREA.NS,Jubilant Ingrevia Limited
JUBLPHARMA,JUBLPHARMA.NS,Jubilant Pharmova Limited
JUNIPER,JUNIPER.NS,Juniper Hotels Limited
JUSTDIAL,JUSTDIAL.NS,Just Dial Limited
JWL,JWL.NS,Jupiter Wagons Limited
JYOTHYLAB,JYOTHYLAB.NS,Jyothy Labs Limited
JYOTICNC,JYOTICNC.NS,Jyoti CNC Automation Limited
JYOTISTRUC,JYOTISTRUC.NS,Jyoti Structures Limited
KABRAEXTRU,KABRAEXTRU.NS,Kabra Extrusion Technik Limited
KAJARIACER,KAJARIACER.NS,Kajaria Ceramics Limited
KAKATCEM,KAKATCEM.NS,Kakatiya Cement Sugar & Industries Limited
KALAMANDIR,KALAMANDIR.NS,Sai Silks (Kalamandir) Limited
KALPATARU,KALPATARU.NS,Kalpataru Limited
KALYANI,KALYANI.NS,Kalyani Commercials Limited
KALYANIFRG,KALYANIFRG.NS,Kalyani Forge Limited
KALYANKJIL,KALYANKJIL.NS,Kalyan Jewellers India Limited
KAMAHOLD,KAMAHOLD.NS,Kama Holdings Limited
KAMATHOTEL,KAMATHOTEL.NS,Kamat Hotels (I) Limited
KAMDHENU,KAMDHENU.NS,Kamdhenu Limited
KAMOPAINTS,KAMOPAINTS.NS,Kamdhenu Ventures Limited
KANANIIND,KANANIIND.NS,Kanani Industries Limited
KANCHI,KANCHI.NS,Kanchi Karpooram Limited
KANORICHEM,KANORICHEM.NS,Kanoria Chemicals & Industries Limited
KANPRPLA,KANPRPLA.NS,Kanpur Plastipack Limited
KANSAINER,KANSAINER.NS,Kansai Nerolac Paints Limited
KAPSTON,KAPSTON.NS,Kapston Services Limited
KARMAENG,KARMAENG.NS,Karma Energy Limited
KARURVYSYA,KARURVYSYA.NS,Karur Vysya Bank Limited
KAUSHALYA,KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited
KAVDEFENCE,KAVDEFENCE.NS,Kavveri Defence & Wireless Technologies Limited
KAYA,KAYA.NS,Kaya Limited
KAYNES,KAYNES.NS,Kaynes Technology India Limited
KCP,KCP.NS,KCP Limited
KCPSUGIND,KCPSUGIND.NS,KCP Sugar and Industries Corporation Limited
KDDL,KDDL.NS,KDDL Limited
KEC,KEC.NS,KEC International Limited
KECL,KECL.NS,Kirloskar Electric Company Limited
KEEPLEARN,KEEPLEARN.NS,DSJ Keep Learning Limited
KEI,KEI.NS,KEI Industries Limited
KELLTONTEC,KELLTONTEC.NS,Kellton Tech Solutions Limited
KENNAMET,KENNAMET.NS,Kennametal India Limited
KERNEX,KERNEX.NS,Kernex Microsystems (India) Limited
KESORAMIND,KESORAMIND.NS,Kesoram Industries Limited
KEYFINSERV,KEYFINSERV.NS,Keynote Financial Services Limited
KFINTECH,KFINTECH.NS,Kfin Technologies Limited
KHADIM,KHADIM.NS,Khadim India Limited
KHAICHEM,KHAICHEM.NS,Khaitan Chemicals & Fertilizers Limited
KHAITANLTD,KHAITANLTD.NS,Khaitan (India) Limited
KHANDSE,KHANDSE.NS,Khandwala Securities Limited
KICL,KICL.NS,Kalyani Investment Company Limited
KILITCH,KILITCH.NS,Kilitch Drugs (India) Limited
KIMS,KIMS.NS,Krishna Institute of Medical Sciences Limited
KINGFA,KINGFA.NS,Kingfa Science & Technology (India) Limited
KIOCL,KIOCL.NS,KIOCL Limited
KIRANVYPAR,KIRANVYPAR.NS,Kiran Vyapar Limited
KIRIINDUS,KIRIINDUS.NS,Kiri Industries Limited
KIRLFER,KIRLFER.NS,Kirloskar Ferrous Industries Limited
KIRLOSBROS,KIRLOSBROS.NS,Kirloskar Brothers Limited
KIRLOSENG,KIRLOSENG.NS,Kirloskar Oil Engines Limited
KIRLOSIND,KIRLOSIND.NS,Kirloskar Industries Limited
KIRLPNU,KIRLPNU.NS,Kirloskar Pneumatic Company Limited
KISSHT,KISSHT.NS,OnEMI Technology Solutions Limited
KITEX,KITEX.NS,Kitex Garments Limited
KKCL,KKCL.NS,Kewal Kiran Clothing Limited
KLBRENG-B,KLBRENG-B.NS,Kilburn Engineering Limited
KMEW,KMEW.NS,Knowledge Marine & Engineering Works Limited
KMSUGAR,KMSUGAR.NS,K.M.Sugar Mills Limited
KNAGRI,KNAGRI.NS,KN Agri Resources Limited
KNRCON,KNRCON.NS,KNR Constructions Limited
KOHINOOR,KOHINOOR.NS,Kohinoor Foods Limited
KOKUYOCMLN,KOKUYOCMLN.NS,Kokuyo Camlin Limited
KOLTEPATIL,KOLTEPATIL.NS,Kolte - Patil Developers Limited
KOPRAN,KOPRAN.NS,Kopran Limited
KOTAKBANK,KOTAKBANK.NS,Kotak Mahindra Bank Limited
KOTARISUG,KOTARISUG.NS,Kothari Sugars And Chemicals Limited
KOTHARIPET,KOTHARIPET.NS,Kothari Petrochemicals Limited
KOTHARIPRO,KOTHARIPRO.NS,Kothari Products Limited
KOTIC,KOTIC.NS,Kothari Industrial Corporation Limited
KOTYARK,KOTYARK.NS,Kotyark Industries Limited
KOVAI,KOVAI.NS,Kovai Medical Center & Hospital Limited
KPEL,KPEL.NS,K.P. Energy Limited
KPIGREEN,KPIGREEN.NS,KPI Green Energy Limited
KPIL,KPIL.NS,Kalpataru Projects International Limited
KPITTECH,KPITTECH.NS,KPIT Technologies Limited
KPL,KPL.NS,Kwality Pharmaceuticals Limited
KPRMILL,KPRMILL.NS,K.P.R. Mill Limited
KRBL,KRBL.NS,KRBL Limited
KREBSBIO,KREBSBIO.NS,Krebs Biochemicals and Industries Limited
KRIDHANINF,KRIDHANINF.NS,Kridhan Infra Limited
KRISHANA,KRISHANA.NS,Krishana Phoschem Limited
KRISHIVAL,KRISHIVAL.NS,Krishival Foods Limited
KRISHNADEF,KRISHNADEF.NS,Krishna Defence And Allied Industries Limited
KRITI,KRITI.NS,Kriti Industries (India) Limited
KRITIKA,KRITIKA.NS,Kritika Wires Limited
KRITINUT,KRITINUT.NS,Kriti Nutrients Limited
KRN,KRN.NS,KRN Heat Exchanger and Refrigeration Limited
KRONOX,KRONOX.NS,Kronox Lab Sciences Limited
KROSS,KROSS.NS,Kross Limited
KRSNAA,KRSNAA.NS,Krsnaa Diagnostics Limited
KRYSTAL,KRYSTAL.NS,Krystal Integrated Services Limited
KSB,KSB.NS,Ksb Limited
KSCL,KSCL.NS,Kaveri Seed Company Limited
KSHINTL,KSHINTL.NS,KSH International Limited
KSHITIJPOL,KSHITIJPOL.NS,Kshitij Polyline Limited
KSL,KSL.NS,Kalyani Steels Limited
KSOLVES,KSOLVES.NS,Ksolves India Limited
KSR,KSR.NS,KSR Footwear Limited
KTKBANK,KTKBANK.NS,The Karnataka Bank Limited
KUANTUM,KUANTUM.NS,Kuantum Papers Limited
KWIL,KWIL.NS,Kwality Wall's (India) Limited
LAGNAM,LAGNAM.NS,Lagnam Spintex Limited
LAHOTIOV,LAHOTIOV.NS,Lahoti Overseas Limited
LAKPRE,LAKPRE.NS,Lakshmi Precision Screws Limited
LAL,LAL.NS,Lorenzini Apparels Limited
LALPATHLAB,LALPATHLAB.NS,Dr. Lal Path Labs Ltd.
LAMBODHARA,LAMBODHARA.NS,Lambodhara Textiles Limited
LANCORHOL,LANCORHOL.NS,Lancor Holdings Limited
LANDMARK,LANDMARK.NS,Landmark Cars Limited
LANDSMILL,LANDSMILL.NS,Landsmill Green Limited
LAOPALA,LAOPALA.NS,La Opala RG Limited
LASA,LASA.NS,Lasa Supergenerics Limited
LATENTVIEW,LATENTVIEW.NS,Latent View Analytics Limited
LATTEYS,LATTEYS.NS,Latteys Industries Limited
LAURUSLABS,LAURUSLABS.NS,Laurus Labs Limited
LAXMICOT,LAXMICOT.NS,Laxmi Cotspin Limited
LAXMIDENTL,LAXMIDENTL.NS,Laxmi Dental Limited
LAXMIINDIA,LAXMIINDIA.NS,Laxmi India Finance Limited
LCCINFOTEC,LCCINFOTEC.NS,LCC Infotech Limited
LEMERITE,LEMERITE.NS,Le Merite Exports Limited
LEMONTREE,LEMONTREE.NS,Lemon Tree Hotels Limited
LENSKART,LENSKART.NS,Lenskart Solutions Limited
LEXUS,LEXUS.NS,Lexus Granito (India) Limited
LFIC,LFIC.NS,Lakshmi Finance & Industrial Corporation Limited
LGBBROSLTD,LGBBROSLTD.NS,LG Balakrishnan & Bros Limited
LGEINDIA,LGEINDIA.NS,LG Electronics India Limited
LGHL,LGHL.NS,Laxmi Goldorna House Limited
LIBAS,LIBAS.NS,Libas Consumer Products Limited
LIBERTSHOE,LIBERTSHOE.NS,Liberty Shoes Limited
LICHSGFIN,LICHSGFIN.NS,LIC Housing Finance Limited
LICI,LICI.NS,Life Insurance Corporation Of India
LIKHITHA,LIKHITHA.NS,Likhitha Infrastructure Limited
LINC,LINC.NS,Linc Limited
LINCOLN,LINCOLN.NS,Lincoln Pharmaceuticals Limited
LINDEINDIA,LINDEINDIA.NS,Linde India Limited
LLOYDSENGG,LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED
LLOYDSENT,LLOYDSENT.NS,Lloyds Enterprises Limited
LLOYDSME,LLOYDSME.NS,Lloyds Metals And Energy Limited
LMW,LMW.NS,LMW Limited
LODHA,LODHA.NS,Lodha Developers Limited
LOKESHMACH,LOKESHMACH.NS,Lokesh Machines Limited
LORDSCHLO,LORDSCHLO.NS,Lords Chloro Alkali Limited
LOTUSDEV,LOTUSDEV.NS,Sri Lotus Developers and Realty Limited
LOTUSEYE,LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited
LOVABLE,LOVABLE.NS,Lovable Lingerie Limited
LOYALTEX,LOYALTEX.NS,Loyal Textile Mills Limited
LPDC,LPDC.NS,Landmark Property Development Company Limited
LT,LT.NS,Larsen & Toubro Limited
LTF,LTF.NS,L&T Finance Limited
LTFOODS,LTFOODS.NS,LT Foods Limited
LTM,LTM.NS,LTM Limited
LTTS,LTTS.NS,L&T Technology Services Limited
LUMAXIND,LUMAXIND.NS,Lumax Industries Limited
LUMAXTECH,LUMAXTECH.NS,Lumax Auto Technologies Limited
LUPIN,LUPIN.NS,Lupin Limited
LUXIND,LUXIND.NS,Lux Industries Limited
LXCHEM,LXCHEM.NS,Laxmi Organic Industries Limited
LYKALABS,LYKALABS.NS,Lyka Labs Limited
LYPSAGEMS,LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited
M&M,M&M.NS,Mahindra & Mahindra Limited
M&MFIN,M&MFIN.NS,Mahindra & Mahindra Financial Services Limited
MAANALU,MAANALU.NS,Maan Aluminium Limited
MACPOWER,MACPOWER.NS,Macpower CNC Machines Limited
MADHAV,MADHAV.NS,Madhav Marbles and Granites Limited
MADHAVIPL,MADHAVIPL.NS,Madhav Infra Projects Limited
MADHUCON,MADHUCON.NS,Madhucon Projects Limited
MADRASFERT,MADRASFERT.NS,Madras Fertilizers Limited
MAFATIND,MAFATIND.NS,Mafatlal Industries Limited
MAGADSUGAR,MAGADSUGAR.NS,Magadh Sugar & Energy Limited
MAGNUM,MAGNUM.NS,Magnum Ventures Limited
MAHABANK,MAHABANK.NS,Bank of Maharashtra
MAHAPEXLTD,MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited
MAHASTEEL,MAHASTEEL.NS,Mahamaya Steel Industries Limited
MAHEPC,MAHEPC.NS,Mahindra EPC Irrigation Limited
MAHESHWARI,MAHESHWARI.NS,Maheshwari Logistics Limited
MAHLIFE,MAHLIFE.NS,Mahindra Lifespace Developers Limited
MAHLOG,MAHLOG.NS,Mahindra Logistics Limited
MAHSCOOTER,MAHSCOOTER.NS,Maharashtra Scooters Limited
MAHSEAMLES,MAHSEAMLES.NS,Maharashtra Seamless Limited
MAITHANALL,MAITHANALL.NS,Maithan Alloys Limited
MAJESAUT,MAJESAUT.NS,Majestic Auto Limited
MALLCOM,MALLCOM.NS,Mallcom (India) Limited
MALUPAPER,MALUPAPER.NS,Malu Paper Mills Limited
MAMATA,MAMATA.NS,Mamata Machinery Limited
MANAKALUCO,MANAKALUCO.NS,Manaksia Aluminium Company Limited
MANAKCOAT,MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited
MANAKSIA,MANAKSIA.NS,Manaksia Limited
MANAKSTEEL,MANAKSTEEL.NS,Manaksia Steels Limited
MANALIPETC,MANALIPETC.NS,Manali Petrochemicals Limited
MANAPPURAM,MANAPPURAM.NS,Manappuram Finance Limited
MANBA,MANBA.NS,Manba Finance Limited
MANCREDIT,MANCREDIT.NS,Mangal Credit and Fincorp Limited
MANGALAM,MANGALAM.NS,Mangalam Drugs And Organics Limited
MANGLMCEM,MANGLMCEM.NS,Mangalam Cement Limited
MANINDS,MANINDS.NS,Man Industries (India) Limited
MANINFRA,MANINFRA.NS,Man Infraconstruction Limited
MANKIND,MANKIND.NS,Mankind Pharma Limited
MANOMAY,MANOMAY.NS,Manomay Tex India Limited
MANORAMA,MANORAMA.NS,Manorama Industries Limited
MANORG,MANORG.NS,Mangalam Organics Limited
MANUGRAPH,MANUGRAPH.NS,Manugraph India Limited
MANYAVAR,MANYAVAR.NS,Vedant Fashions Limited
MAPMYINDIA,MAPMYINDIA.NS,C.E. Info Systems Limited
MARALOVER,MARALOVER.NS,Maral Overseas Limited
MARATHON,MARATHON.NS,Marathon Nextgen Realty Limited
MARICO,MARICO.NS,Marico Limited
MARINE,MARINE.NS,Marine Electricals (India) Limited
MARKOLINES,MARKOLINES.NS,Markolines Pavement Technologies Limited
MARKSANS,MARKSANS.NS,Marksans Pharma Limited
MARSONS,MARSONS.NS,Marsons Limited
MARUTI,MARUTI.NS,Maruti Suzuki India Limited
MASFIN,MASFIN.NS,MAS Financial Services Limited
MASKINVEST,MASKINVEST.NS,Mask Investments Limited
MASTEK,MASTEK.NS,Mastek Limited
MASTERTR,MASTERTR.NS,Master Trust Limited
MATRIMONY,MATRIMONY.NS,Matrimony.Com Limited
MAWANASUG,MAWANASUG.NS,Mawana Sugars Limited
MAXESTATES,MAXESTATES.NS,Max Estates Limited
MAXHEALTH,MAXHEALTH.NS,Max Healthcare Institute Limited
MAXIND,MAXIND.NS,Max India Limited
MAYURUNIQ,MAYURUNIQ.NS,Mayur Uniquoters Ltd
MAZDA,MAZDA.NS,Mazda Limited
MAZDOCK,MAZDOCK.NS,Mazagon Dock Shipbuilders Limited
MBAPL,MBAPL.NS,Madhya Bharat Agro Products Limited
MBEL,MBEL.NS,M & B Engineering Limited
MBLINFRA,MBLINFRA.NS,MBL Infrastructure Limited
MCCHRLS-B,MCCHRLS-B.NS,Mac Charles India Limited
MCL,MCL.NS,M TEK COPPER LIMITED
MCLEODRUSS,MCLEODRUSS.NS,Mcleod Russel India Limited
MCLOUD,MCLOUD.NS,Magellanic Cloud Limited
MCX,MCX.NS,Multi Commodity Exchange of India Limited
MEDANTA,MEDANTA.NS,Global Health Limited
MEDIASSIST,MEDIASSIST.NS,Medi Assist Healthcare Services Limited
MEDICAMEQ,MEDICAMEQ.NS,Medicamen Biotech Limited
MEDICO,MEDICO.NS,Medico Remedies Limited
MEDPLUS,MEDPLUS.NS,Medplus Health Services Limited
MEESHO,MEESHO.NS,Meesho Limited
MEGASTAR,MEGASTAR.NS,Megastar Foods Limited
MEIL,MEIL.NS,Mangal Electrical Industries Limited
MENNPIS,MENNPIS.NS,Menon Pistons Limited
MENONBE,MENONBE.NS,Menon Bearings Limited
MEP,MEP.NS,MEP Infrastructure Developers Limited
MERCANTILE,MERCANTILE.NS,Mercantile Ventures Limited
MERCURYEV,MERCURYEV.NS,Mercury Ev-Tech Limited
METROBRAND,METROBRAND.NS,Metro Brands Limited
METROGLOBL,METROGLOBL.NS,Metroglobal Limited
METROPOLIS,METROPOLIS.NS,Metropolis Healthcare Limited
MFML,MFML.NS,Mahalaxmi Fabric Mills Limited
MFSL,MFSL.NS,Max Financial Services Limited
MGEL,MGEL.NS,Mangalam Global Enterprise Limited
MGL,MGL.NS,Mahanagar Gas Limited
MHLXMIRU,MHLXMIRU.NS,Mahalaxmi Rubtech Limited
MHRIL,MHRIL.NS,Mahindra Holidays & Resorts India Limited
MICEL,MICEL.NS,MIC Electronics Limited
MIDHANI,MIDHANI.NS,Mishra Dhatu Nigam Limited
MIDWESTLTD,MIDWESTLTD.NS,Midwest Limited
MINDACORP,MINDACORP.NS,Minda Corporation Limited
MINDTECK,MINDTECK.NS,Mindteck (India) Limited
MIRCELECTR,MIRCELECTR.NS,MIRC Electronics Limited
MIRZAINT,MIRZAINT.NS,Mirza International Limited
MITCON,MITCON.NS,MITCON Consultancy & Engineering Services Limited
MITTAL,MITTAL.NS,Mittal Life Style Limited
MKPL,MKPL.NS,M K Proteins Limited
MMFL,MMFL.NS,MM Forgings Limited
MMP,MMP.NS,MMP Industries Limited
MMTC,MMTC.NS,MMTC Limited
MMWL,MMWL.NS,Media Matrix Worldwide Limited
MOBIKWIK,MOBIKWIK.NS,One Mobikwik Systems Limited
MODINATUR,MODINATUR.NS,Modi Naturals Limited
MODIRUBBER,MODIRUBBER.NS,Modi Rubber Limited
MODIS,MODIS.NS,Modis Navnirman Limited
MODISONLTD,MODISONLTD.NS,MODISON LIMITED
MODTHREAD,MODTHREAD.NS,Modern Threads (India) Limited
MOHITIND,MOHITIND.NS,Mohit Industries Limited
MOIL,MOIL.NS,MOIL Limited
MOKSH,MOKSH.NS,Moksh Ornaments Limited
MOL,MOL.NS,Meghmani Organics Limited
MOLDTECH,MOLDTECH.NS,Mold-Tek Technologies Limited
MOLDTKPAC,MOLDTKPAC.NS,Mold-Tek Packaging Limited
MONARCH,MONARCH.NS,Monarch Networth Capital Limited
MONEYBOXX,MONEYBOXX.NS,Moneyboxx Finance Limited
MONTECARLO,MONTECARLO.NS,Monte Carlo Fashions Limited
MORARJEE,MORARJEE.NS,Morarjee Textiles Limited
MOREPENLAB,MOREPENLAB.NS,Morepen Laboratories Limited
MOSCHIP,MOSCHIP.NS,Moschip Technologies Limited
MOTHERSON,MOTHERSON.NS,Samvardhana Motherson International Limited
MOTILALOFS,MOTILALOFS.NS,Motilal Oswal Financial Services Limited
MOTISONS,MOTISONS.NS,Motisons Jewellers Limited
